word.EN,word.CH,pos,syllables,strokes,HSK,valence.mean.CH,valence.sd.CH,valence.N.CH,arousal.mean.CH,arousal.sd.CH,arousal.N.CH,valence.mean.EN,valence.sd.EN,valence.N.EN,arousal.mean.EN,arousal.sd.EN,arousal.N.EN,sensory.mean.CH,sensory.sd.CH,sensory.N.CH,valence_Xu,arousal_Xu,valence_yao,arousal_yao,imageability_su,familiarity_su,concreteness_xu,freq_m_Tsang,freq_cncorpus,AoA_Xu,RT_Tsang,zRT_Tsang,category
idea,主意,noun,2,18,4,5.56,0.63,16,4.5,1.97,16,7.05,1.81,22,4.66,2.57,41,5.31,1.78,16,0.54,2.17,NA,NA,3.65,5.538462,3.194444,183.15,0.0039,8.5,700,-0.508,NA
ideal,理想,noun,2,24,4,6.69,1.99,16,5.38,1.71,16,6.63,1.64,19,3.78,2.73,18,6.75,1.57,16,1.96,2.86,NA,NA,3.31818,6.571429,4.434783,17.98,0.0175,11.8,612.12,-0.801,NA
idealism,理想主义,noun,4,32,NA,4.94,1.29,16,4.94,1.91,16,5.95,1.47,21,4.67,2.26,24,5.69,1.78,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
idealist,理想主义者,noun,5,40,NA,4.88,1.71,16,4.88,1.82,16,6.55,1.19,20,4.19,2.56,21,5.81,1.22,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
identity,身份,noun,2,13,5,5.06,0.77,16,4.25,1.73,16,5.84,1.8,19,4.4,2.59,43,4.69,2.47,16,0.11,1.61,6.42,5.51,4.45,6.742857,2.695652,88.06,0.0035,11.1,574.65,-0.865,NA
ignite,点燃,verb,2,25,NA,5.75,1.29,16,5.81,2.01,16,4.7,1.59,20,5.86,2.89,21,6.19,2.14,16,0.58,3.18,NA,NA,5.17391,6.088235,2,9.45,0.002,8.8,688.9,-0.44,NA
illustration,插图,noun,2,20,NA,6,1.41,16,4.19,1.6,16,6.37,1.46,19,4,1.95,21,4.56,2.25,16,NA,NA,NA,NA,5.31818,5.964286,NA,NA,0.0007,11.3,NA,NA,NA
image,形象,noun,2,18,5,5.62,1.2,16,5.12,1.89,16,5.58,1.46,19,3.48,2.4,21,4.62,2.39,16,NA,NA,NA,NA,3.52174,6.588235,NA,NA,0.0209,11.9,NA,NA,NA
imagery,意象,noun,2,24,NA,5.69,1.14,16,4.5,1.71,16,6.86,1.53,21,4.55,2.61,20,4.62,2.36,16,NA,NA,NA,NA,NA,5.44,NA,NA,0.0031,14,NA,NA,NA
imagine,想象,verb,2,24,5,6.06,1.48,16,4.75,1.81,16,7.2,1.52,41,4.46,2.69,41,5.69,1.92,16,0.52,2.29,NA,NA,3.85,5.814815,4.153846,124.51,0.0093,9.4,709.89,-0.419,NA
imitate,模仿,verb,2,20,5,4.62,1.02,16,4.88,1.59,16,5.44,1.25,18,3.95,2.57,22,4.69,1.96,16,0.05,1.69,NA,NA,4.65,6.384615,3.423077,24.62,0.0035,9.4,660.65,-0.606,NA
immediate,立即,adverb,2,12,5,5.69,1.01,16,5.38,1.78,16,5.85,2.18,20,4.64,2.8,25,5.5,2.28,16,NA,NA,NA,NA,3.65,5.923077,NA,26.83,0.0136,NA,652.73,-0.606,NA
immigrant,移民,verb,2,16,5,4.19,1.17,16,4.56,1.67,16,5.43,2.38,21,5.05,2.78,19,4.88,2.03,16,-0.29,2.57,NA,NA,5,6.166667,1.884615,15.56,0.0012,13.4,667.56,-0.5,NA
immune,免疫,verb,2,16,6,6.12,1.26,16,4.62,1.78,16,6.38,2.25,21,4.5,2.63,20,5.81,1.87,16,0.96,2.39,NA,NA,3.80952,6.25,3.16,6.86,0.0019,13.6,727.16,-0.334,NA
impeachment,弹劾,verb,2,19,NA,3.25,1.34,16,6.38,1.31,16,3.08,1.38,25,4.16,2.67,25,5.12,1.93,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
implement,实施,verb,2,17,6,5.31,1.08,16,5.12,1.78,16,5.05,1.67,20,3.82,2.28,22,5,2.13,16,0.32,2.44,NA,NA,3.9,6.192308,2.935484,12.43,0.0073,11.3,696.45,-0.555,NA
import,进口,verb,2,10,5,5.88,1.15,16,4.88,1.89,16,5.28,2.14,18,3.95,2.16,20,4.5,2.13,16,0.18,2.15,NA,NA,4.78261,6.333333,2.782609,4.2,0.0056,12.7,638.3,-0.631,NA
importance,重要性,noun,3,26,NA,6.06,1.34,16,5.12,2.06,16,6.39,1.42,18,4.15,2.5,20,4.88,2.16,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0031,NA,NA,NA,NA
impose,征收,verb,2,14,6,4.38,1.71,16,4.88,2.03,16,3.86,1.75,22,4.89,2.4,19,4.44,1.9,16,-0.25,2.35,NA,NA,3.68182,4.9375,2.826087,0.45,0.0017,12.6,738.59,-0.299,NA
impotence,阳痿,verb,2,19,NA,1.81,1.38,16,4.53,2.59,15,3.1,1.87,21,4.61,2.46,23,4.67,2.41,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
impregnable,坚不可摧,idiom,4,30,NA,6.56,1.36,16,5.12,1.75,16,4.68,0.95,19,3.95,2.09,21,5.81,2.17,16,NA,NA,NA,NA,NA,5.444444,NA,NA,NA,NA,NA,NA,NA
impression,印象,noun,2,16,4,5.38,0.62,16,4.25,1.61,16,6,1.86,19,3.86,2.78,22,4.75,2.32,16,0.25,2.07,NA,NA,4.33333,6.571429,3.846154,52.4,0.0063,9.4,657.29,-0.593,NA
imprint,印记,noun,2,10,NA,4.81,0.91,16,4.56,1.41,16,5.24,1.18,21,2.43,1.5,21,4.94,1.98,16,NA,NA,NA,NA,NA,5.24,NA,NA,NA,11.9,NA,NA,NA
imprisonment,关押,verb,2,14,NA,2.5,1.15,16,5.44,1.82,16,3.1,2.05,21,5.14,2.96,22,5.19,1.8,16,NA,NA,1.71,6.26,4.8,4.444444,NA,NA,NA,10.7,NA,NA,NA
improve,改善,verb,2,19,5,6.81,1.38,16,5.31,2.02,16,6.14,1.76,42,4.61,2.38,38,5.12,2.03,16,1.57,2.23,NA,NA,4.5,6.5,3.172414,8.29,0.0093,10.7,680.66,-0.607,NA
improvement,改进,verb,2,14,5,6.44,1.86,16,5.12,1.86,16,6.53,1.61,19,4.95,2.73,21,5.25,1.91,16,NA,NA,NA,NA,4.25,6.363636,NA,NA,0.0079,12.6,NA,NA,NA
impulse,冲动,adjective,2,12,6,4,1.37,16,6.12,2.22,16,5.16,1.28,25,5.33,2.56,21,6.5,1.75,16,-1.32,3.12,NA,NA,4.18182,5.48,3.583333,20.87,0.0026,11.5,712.73,-0.4,NA
incarnate,化身,noun,2,11,NA,5.07,1.39,15,4.62,1.89,16,4.62,2.42,21,4.7,2.3,23,4.75,1.57,16,0.27,1.38,NA,NA,NA,5.043478,4.041667,4.41,0.0007,13.7,725.94,-0.41,NA
incense,熏香,noun,2,23,NA,6.38,1.41,16,3.12,1.82,16,5.79,2.04,19,3.95,2.67,21,5.5,1.63,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inch,英寸,noun,2,11,NA,4.75,1,16,4.44,1.59,16,5.4,0.75,20,3.29,1.97,24,3.62,2.09,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
incidental,附带,verb,2,16,NA,4.5,1.1,16,4,1.86,16,5.19,0.93,21,3.27,2.05,22,3.69,1.85,16,NA,NA,NA,NA,NA,4.481481,NA,NA,0.0005,12.5,NA,NA,NA
incinerator,焚化炉,noun,3,24,NA,3.06,1.29,16,5.73,2.37,15,3.2,1.47,20,5.67,2.08,21,5.88,2.16,16,-1.08,2.14,NA,NA,NA,4.25,NA,0.86,NA,13.8,907.05,0.218,NA
incision,切口,noun,2,7,NA,4.06,1.12,16,4.94,1.65,16,2.95,1.4,21,4.9,2.3,21,4.38,2.28,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
incite,煽动,verb,2,20,NA,3.06,1.24,16,6.06,2.05,16,4.76,1.58,21,4.77,2.29,22,5.69,1.89,16,-1.84,2.69,NA,NA,3.66667,5.928571,3.307692,2.41,0.0008,13.7,678.96,-0.495,NA
include,包括,verb,2,14,5,5,0,16,4.56,2.03,16,6.39,1.5,18,3.05,2.06,20,3.69,2.15,16,0.15,1.31,NA,NA,3.52273,6.416667,2.76,70.83,0.0342,9.4,730.12,-0.364,NA
income,收入,verb,2,8,4,5.88,1.63,16,5.56,2.8,16,6.26,2.6,19,3.82,2.86,22,5.88,1.86,16,0.67,3.15,NA,NA,4.65,6.545455,2,16.31,0.0091,12.5,659.13,-0.535,NA
incomplete,残缺,verb,2,19,NA,3,1.15,16,4.94,1.98,16,3.55,1.64,20,4.12,2.19,24,4.94,2.46,16,-1.27,2.48,NA,NA,4.95238,5.764286,3.407407,1.1,NA,10.3,821.52,-0.086,NA
increase,增加,verb,2,20,4,5.62,0.89,16,4.62,1.63,16,5.9,1.89,20,5.06,2.41,18,5.56,1.9,16,0.96,2.56,NA,NA,4.2,6.381818,2.608696,27.96,0.0417,7.3,598.29,-0.776,NA
incur,招致,verb,2,18,NA,4.12,0.96,16,4.8,1.57,15,4.8,1.54,20,4,2.56,22,4.5,1.21,16,NA,NA,NA,NA,NA,4.371429,NA,NA,NA,13.1,NA,NA,NA
independence,独立,verb,2,14,5,6.69,1.14,16,5.5,1.97,16,7.53,1.35,19,5.27,2.96,22,6.44,2.06,16,1.76,2.5,NA,NA,4.55,5.925926,3.192308,29.54,0.017,10.7,660.94,-0.628,NA
indescribable,难以形容,idiom,4,31,NA,4.62,1.36,16,5.44,1.86,16,5.05,1.86,21,5.7,2.72,23,5.38,1.63,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
indicate,表明,verb,2,16,5,5.12,0.5,16,4.25,1.48,16,5.05,1.58,19,3.32,1.76,22,4,1.93,16,NA,NA,NA,NA,3.8,6.514286,NA,NA,0.0138,12.3,NA,NA,NA
indirect,间接,adjective,2,18,6,4.81,0.54,16,4.56,1.09,16,3.58,1.61,19,3.77,1.9,22,3.62,1.63,16,-0.16,1.65,NA,NA,3.82609,6.708333,3.423077,3.58,0.0058,11.7,725.68,-0.41,NA
indoor,室内,noun,2,13,NA,5.25,0.93,16,3.44,1.71,16,6.29,1.27,21,2.86,1.59,21,4.19,2.07,16,0.22,1.29,NA,NA,NA,6.125,1.730769,5.48,0.003,9.5,712.42,-0.472,NA
induction,归纳,verb,2,12,5,6.06,1.29,16,4.31,1.66,16,5.32,1.89,19,4.09,2.07,22,4.06,1.57,16,0.4,1.84,NA,NA,3.2,6.115385,3.692308,0.24,0.0032,11.1,747.86,-0.236,NA
industrialist,实业家,noun,3,23,NA,6.06,1.29,16,4.75,1.73,16,4.37,1.77,19,4.77,2.43,22,5.19,1.94,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
industry,行业,noun,2,11,5,5.16,0.37,32,4.44,1.34,32,5.07,1.56,870,4.25,2.2,20,4.22,2.47,32,0.32,1.85,NA,NA,4.08333,6.678571,3.096774,14.16,0.0069,13,646.2,-0.692,NA
inertia,惯性,noun,2,19,NA,4.88,1.09,16,4.44,2.03,16,5.35,1.5,20,5.32,2.46,22,4.33,1.54,15,0.4,1.36,NA,NA,4.13636,5.56,2.806452,0.83,0.002,12.7,793.53,-0.132,NA
infant,婴儿,noun,2,13,6,6.06,1.39,16,3.94,2.11,16,6.65,1.93,20,4.1,2.72,21,5.06,2.26,16,0.84,1.96,7.17,6.19,6.84211,6.5,1.242424,42,0.0036,6.5,698.42,-0.438,NA
infantry,步兵,noun,2,14,NA,5.69,1.4,16,3.94,1.95,16,3.7,2.2,20,4.05,2.71,21,4.81,2.2,16,0.15,1.8,NA,NA,NA,4.947368,1.44,3.1,0.001,10.6,765.22,-0.117,NA
infect,感染,verb,2,22,6,3.12,1.78,16,6.12,1.86,16,2.84,1.68,19,4,2.02,22,5.12,1.63,16,-0.58,3.04,NA,NA,3.95833,6.642857,2.347826,36.25,0.0068,11.3,674.16,-0.634,NA
infer,推断,verb,2,22,NA,5.47,0.84,32,4.78,1.52,32,4.79,1.13,19,3.82,2.24,22,3.88,1.7,32,NA,NA,NA,NA,3.28571,6.214286,NA,NA,0.0012,12.7,NA,NA,NA
infiltration,渗透,verb,2,21,6,4.38,1.59,16,3.75,1.77,16,3.7,1.42,20,4.78,2.56,18,4.56,1.93,16,-0.32,2.08,NA,NA,3.63636,6.2,3.461538,3.82,0.0045,14.1,765.22,-0.212,NA
infinity,无穷,verb,2,11,NA,5.62,1.71,16,4.88,2.53,16,6.74,2.02,19,4,2.68,20,5.25,1.84,16,NA,NA,NA,NA,3.85714,6.484848,NA,NA,0.0022,11.3,NA,NA,NA
inflation,通货膨胀,noun,4,42,6,3.12,1.41,16,6.06,1.24,16,2.91,1.87,22,4.5,2.32,22,4.44,1.63,16,-1.52,2.46,NA,NA,NA,5.083333,NA,1.16,0.0008,17.4,771.29,-0.252,NA
influence,影响,verb,2,24,3,5.12,0.62,16,5.38,1.78,16,5.53,1.58,19,4.3,2.27,23,4.4,1.5,15,-0.14,2.07,NA,NA,4.08333,6.642857,3.96,91.96,0.0605,11.2,568.92,-0.875,NA
informant,告密者,noun,3,26,NA,2.75,1.27,32,6.31,1.84,32,4.5,2.15,22,4.3,2.39,20,4.72,2.07,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
information,信息,noun,2,19,4,5.25,1.24,32,4.41,2.06,32,6.33,2.09,18,2.3,2.05,20,3.97,2.15,32,0.22,2.04,5.68,3.4,3.54545,6.466667,3.217391,111.04,0.0212,11.7,660.2,-0.672,NA
infrastructure,基础设施,noun,4,36,NA,5.62,1.41,16,3.88,1.75,16,5.14,1.73,22,4.16,2.17,25,4.56,1.97,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ingest,摄取,verb,2,21,NA,5.25,0.68,16,3.94,1.84,16,5,1.61,21,3.56,2.31,25,4.56,2.25,16,NA,NA,NA,NA,4.71429,6.029412,NA,NA,0.0009,14.4,NA,NA,NA
inhalation,吸入,verb,2,8,NA,5.19,0.66,16,4.31,2.24,16,5.25,1.86,20,3.33,2.06,21,4.5,1.71,16,NA,NA,NA,NA,NA,5.391304,NA,NA,0.001,10.2,NA,NA,NA
inherent,固有,adjective,2,14,6,4.94,0.57,16,4.25,2.02,16,5.95,1.36,22,3.71,1.95,21,3.88,2.28,16,NA,NA,NA,NA,2.75,5.223647,NA,NA,0.0027,14.5,NA,NA,NA
inherit,继承,verb,2,18,6,5.44,0.63,16,4.94,1.61,16,7.11,1.71,18,4.35,2.48,20,4.5,1.63,16,0.7,2.75,NA,NA,4.40909,5.78125,2.76,17.23,0.0084,11.5,691.22,-0.486,NA
initial,最初,noun,2,19,5,5.44,1.15,16,4.12,1.86,16,5.38,1.56,21,4.09,2.27,22,4.31,2.27,16,NA,NA,NA,NA,2.90909,6.125,NA,NA,0.0064,NA,NA,NA,NA
initiative,主动权,noun,3,17,NA,6,1.32,16,5.5,1.59,16,6.68,2.19,19,4.09,2.64,22,4.81,2.14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
injection,注射,verb,2,18,6,4.62,1.15,16,5.62,1.96,16,2.89,1.41,19,5.67,2.37,21,4.94,2.29,16,-0.36,2.17,NA,NA,5.89474,4.961538,1.961538,32.73,0.0026,11.4,672.64,-0.573,NA
ink,墨水,noun,2,19,NA,5.38,1.09,16,3.44,2.06,16,5.65,1.69,20,3.73,2.31,44,4.62,2.25,16,0.24,1.09,NA,NA,6.2381,6.1025,1.583333,4.95,0.0007,9.8,680.77,-0.479,NA
innate,与生俱来,idiom,4,25,NA,6,1.55,16,4.5,2.1,16,5.14,1.39,21,2.95,1.76,22,4.62,2.22,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
innocence,清白,adjective,2,16,NA,5.56,1.67,16,4,1.97,16,6.73,1.45,22,3.65,2.35,26,5,2.37,16,NA,NA,NA,NA,3.66667,6.428571,NA,NA,NA,11.2,NA,NA,NA
input,输入,verb,2,15,5,5.25,0.58,16,3.88,1.67,16,5.05,1.84,19,3,1.8,22,4,2.19,16,0.16,2.03,NA,NA,NA,6.043478,2.361111,10.79,0.003,10.1,636.54,-0.671,NA
inquire,询问,verb,2,14,5,5.06,0.57,16,4,1.71,16,5.32,2.06,19,3.73,1.98,22,4.25,2.44,16,0.15,2.04,NA,NA,4.6,6.337413,2.533333,18.63,0.0022,10.9,709.95,-0.469,NA
inquisitor,检察官,noun,3,33,NA,5.31,1.14,16,3.81,1.97,16,4,1.3,21,5.14,2.08,21,4.62,2.13,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0007,NA,NA,NA,NA
inscription,铭文,noun,2,15,NA,5.75,1.24,16,3.56,1.93,16,6.14,1.35,21,4.85,2.39,20,4.4,2.47,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
insect,昆虫,noun,2,14,5,4.62,1.2,16,3.81,2.07,16,4.43,1.93,42,4.67,2.59,42,4.62,2.39,16,0.09,1.82,NA,NA,6.04545,6.708333,1.62069,5.34,0.0057,9.3,676.61,-0.619,NA
insecticide,杀虫剂,noun,3,20,NA,4.56,1.31,16,4.38,2.09,16,3.86,1.8,21,5.09,2.61,23,4.75,2.38,16,NA,NA,NA,NA,NA,5.463918,NA,NA,NA,NA,NA,NA,NA
insert,插入,verb,2,14,NA,4.5,1.41,16,5.06,1.73,16,5.1,1.64,21,3.68,2.7,22,4.81,2.04,16,NA,NA,NA,NA,NA,5.954545,NA,NA,0.0015,11,NA,NA,NA
insinuate,影射,verb,2,25,NA,4.38,1.2,16,4.27,1.83,15,4.09,1.02,22,5.22,2.58,23,5.27,1.67,15,-0.64,1.92,NA,NA,NA,4,4,1.13,NA,14.6,948.37,0.455,NA
inspect,检查,verb,2,20,3,4.62,1.15,16,5.38,2.31,16,5.26,1.52,19,4.05,2.17,19,5.19,2.26,16,0.44,2.58,NA,NA,3.77273,6.464286,2.692308,148.06,0.0146,8.7,700.13,-0.464,NA
inspection,视察,verb,2,22,NA,4.31,1.25,16,4.75,1.57,16,4.32,1.29,19,4.05,2.27,21,5,2.16,16,NA,NA,NA,NA,5.19048,6.323529,NA,NA,0.0011,13,NA,NA,NA
inspiration,灵感,noun,2,20,6,7.31,1.2,16,5.25,2.62,16,6.53,1.95,19,4.77,3.13,22,6.06,2.05,16,1.63,3,NA,NA,3.18182,6.392857,3.967742,19.23,0.0023,12.9,674.32,-0.629,NA
install,安装,verb,2,18,5,5.12,0.34,16,4,1.71,16,5.95,1.63,21,3.72,2.62,25,4.69,2.12,16,0.52,1.72,NA,NA,4.33333,6.39375,1.827586,10.58,0.0027,9.9,655.88,-0.579,NA
installation,设置,verb,2,19,6,5.06,0.55,50,4.17,1.46,48,5.06,1.55,18,3.42,1.77,19,4.56,2.16,16,NA,NA,NA,NA,3.59091,6.464286,NA,NA,0.0038,11.8,NA,NA,NA
instantaneous,瞬间,noun,2,24,6,5.47,0.8,32,4.94,1.83,32,5.16,1.86,19,4.72,2.52,18,4.56,2.31,32,0.07,2.06,3.31,6.54,3.04545,6.37037,3.666667,10.85,0.0016,9.3,709.1,-0.316,NA
instinct,本能,noun,2,15,6,5.19,0.83,16,4.12,2.06,16,5.67,1.88,21,4.44,2.48,25,4.31,2.09,16,0.32,2.29,NA,NA,3.6087,6.453042,3.72,10.4,0.0028,12.4,638.56,-0.687,NA
institution,机构,noun,2,14,6,4.69,1.14,16,4.25,1.91,16,4,1.51,22,4.09,2.31,22,4.56,2.06,16,NA,NA,NA,NA,4.55,6.514286,NA,NA,0.014,12.4,NA,NA,NA
instruction,指令,noun,2,14,6,5,0.52,16,4.75,2.05,16,5.22,1.4,18,2.62,1.36,21,4.88,2.13,16,NA,NA,NA,NA,4.54545,5.24,NA,NA,0.0017,13.4,NA,NA,NA
instrument,仪器,noun,2,21,6,5.06,0.25,16,4,2,16,6.68,1.67,22,3.88,2.6,26,4.31,2.09,16,0.29,1.54,NA,NA,6.04651,6.334286,1.730769,10.02,0.006,11.7,675.58,-0.499,NA
insulation,绝缘,verb,2,21,NA,4.69,0.7,16,4,2.03,16,5.37,1.07,19,3.71,2.22,21,4.62,1.89,16,-0.1,1.31,NA,NA,NA,5.333333,2.791667,0.72,0.0008,14.3,846.16,0.013,NA
insulin,胰岛素,noun,3,27,NA,4.47,1.3,15,4.2,1.97,15,4.52,1.91,21,4.92,2.45,25,4.19,1.97,16,-0.15,2,NA,NA,NA,4.791667,NA,2.41,NA,16,799.55,-0.155,NA
insult,侮辱,verb,2,19,6,2.19,1.11,16,5.94,2.08,16,2.62,1.33,40,5.3,2.72,44,6.19,1.76,16,-2.13,2.74,NA,NA,3.54545,6.058333,3.434783,21.67,0.0015,10.5,670.62,-0.465,NA
insurance,保险,noun,2,18,5,5,1.21,16,4.38,2.28,16,3.76,2.51,21,3.8,2.59,20,4.88,2.13,16,0.46,1.86,NA,NA,4.86364,5.76,2,51.66,0.0023,13.3,652.3,-0.616,NA
intact,完整,adjective,2,23,5,6.5,1.37,16,3.56,2,16,6,1.38,20,3.18,1.94,22,5.19,2.48,16,1,2.15,NA,NA,4.04545,6.15625,2.914286,20.57,0.0083,11.7,663.85,-0.641,NA
integrate,整合,verb,2,22,NA,5.56,0.89,16,3.69,1.62,16,5.78,1.63,18,3.37,2.39,19,4.31,2.15,16,0.78,1.14,NA,NA,3.5,6.366667,3.318182,1.64,NA,17.6,675.85,-0.473,NA
integrity,完整性,noun,3,31,NA,6.06,1.34,16,3.81,1.94,16,6.11,2.62,19,3.36,2.34,22,4.88,2.31,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
intelligence,智力,noun,2,14,6,5.94,1.39,16,4.56,1.97,16,7.65,1.09,20,6.32,2.36,19,5.56,2.1,16,NA,NA,NA,NA,3.95,NA,NA,NA,0.0065,10.1,NA,NA,NA
intense,强烈,adjective,2,22,5,5.25,0.77,16,6.44,2.37,16,5.65,1.84,20,6.6,1.93,20,6.5,2,16,NA,NA,NA,NA,4,5.555556,NA,NA,0.0118,10.6,NA,NA,NA
intention,意图,noun,2,21,6,4.75,1.16,32,4.72,1.65,32,5.58,1.68,19,3.91,1.74,22,4.16,2.36,32,-0.23,2.05,NA,NA,4.2381,6.666667,3.361111,9.36,0.0021,13.2,711.69,-0.404,NA
interact,互动,verb,2,10,NA,5.81,1.47,16,5.06,1.65,16,6,1.41,20,3.78,2.07,23,5.5,2.31,16,1.04,2.44,NA,NA,4.45,5.777778,3.206897,3.61,NA,12.4,666.09,-0.547,NA
intercept,拦截,verb,2,22,NA,4.44,1.75,16,5.25,1.39,16,4.64,1.65,22,4.59,2.42,22,4.81,2.1,16,-0.36,2.36,NA,NA,NA,5.73913,3.304348,6.17,NA,12.8,730.1,-0.313,NA
interface,接口,noun,2,14,NA,5.06,0.25,16,4.06,1.48,16,5.32,2.16,19,3.35,2.06,20,5,2.56,16,NA,NA,NA,NA,NA,5.52,NA,NA,NA,13,NA,NA,NA
intermission,间歇,verb,2,20,NA,5,0.52,16,4.12,1.89,16,5.2,1.85,20,5,2.21,19,4.06,1.84,16,-0.04,1.75,NA,NA,NA,5.08,3.7,1.4,NA,12.5,760.02,-0.235,NA
internal,内部,noun,2,14,5,4.75,1.06,16,3.94,1.57,16,5.18,1.22,22,3.67,2.22,21,3.81,1.94,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0218,NA,NA,NA,NA
internet,互联网,noun,3,22,4,5.88,1.36,16,4.5,2.1,16,6.68,1.53,19,5.44,2.73,18,5.38,2.33,16,0.32,2.52,NA,NA,NA,6.125,NA,6.26,NA,14.6,605.75,-0.765,NA
internship,实习,verb,2,11,5,5.44,1.09,16,5,2.19,16,5.9,2,21,6.25,2.55,20,4.88,2.19,16,NA,NA,NA,NA,5.05263,6.6,NA,NA,0.001,16.1,NA,NA,NA
interrogation,审问,verb,2,14,NA,3.56,1.09,16,5.38,2.03,16,2.21,1.32,19,5.41,2.4,22,5.75,1.29,16,NA,NA,NA,NA,4.54167,5.535714,NA,NA,NA,NA,NA,NA,NA
interrupt,打断,verb,2,16,NA,3.88,0.89,16,4.81,2.29,16,3.26,1.41,19,4.36,2.72,22,5.75,2.08,16,NA,NA,NA,NA,5,6.492424,NA,NA,0.0023,10,NA,NA,NA
interval,间隔,noun,2,19,6,4.88,0.89,16,4.06,1.81,16,5.05,1.58,19,3.43,2.31,21,4.38,1.67,16,-0.12,1.38,NA,NA,4.37931,5.807692,3,2.27,0.0013,11.6,739.57,-0.31,NA
intervene,干预,verb,2,13,6,3.69,1.01,16,4.94,2.11,16,5.21,1.4,19,4.48,2.48,23,5.19,1.56,16,-0.19,2.27,NA,NA,3.77273,5.44,3.44,4.23,0.0019,12.8,766.86,-0.147,NA
interview,采访,verb,2,14,5,5,0.63,16,4.88,2.22,16,4.68,2.01,22,6.35,2.48,20,5.38,1.59,16,0.21,2.55,NA,NA,5.52632,6.2,2.032258,24.56,0.0048,13.1,624.72,-0.695,NA
interviewer,采访者,noun,3,22,NA,5,0.63,16,4.38,2.09,16,5,1.53,19,4.52,2.38,21,5.06,2.02,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
introduce,介绍,verb,2,12,2,5.06,0.25,16,4.12,2.03,16,5.91,1.8,22,4.55,2.39,20,4.44,1.79,16,0.19,1.5,NA,NA,4.8,6.685714,2.7,77,0.0169,10.8,646.4,-0.641,NA
intuition,直觉,noun,2,17,NA,5.5,0.97,16,4.88,2.28,16,6.42,1.54,19,4.81,2.27,21,5.56,1.86,16,0.6,2.42,NA,NA,2.95455,6.6,3.375,21.64,0.0029,11.1,675.59,-0.568,NA
invent,发明,verb,2,13,5,6.31,1.08,16,4.88,1.59,16,6.64,1.71,22,6.16,2.57,19,5.25,1.39,16,1.5,2.38,NA,NA,4.25581,6.429924,3.2,28.62,0.0071,10.6,635.33,-0.657,NA
inventor,发明家,noun,3,23,NA,6.25,1.34,16,4.44,1.86,16,6.21,1.44,19,4.62,2.5,21,5.19,2.14,16,1.73,2.08,NA,NA,NA,5.541667,NA,2.09,NA,9.5,660.81,-0.613,NA
invest,投资,verb,2,17,5,5.56,1.22,32,5.16,1.92,32,6.16,1.72,38,3.95,1.99,20,#N/A,#N/A,#N/A,0.32,2.64,6.68,5.5,4.1,6,2.416667,32.43,0.0137,16.3,732.27,-0.36,NA
investigation,调查,verb,2,19,4,4.69,1.25,16,4.38,1.71,16,4.36,2.3,22,5.7,2.79,20,4.94,2.38,16,0.13,2.04,NA,NA,4.92857,6.614082,2.8,188.37,0.0132,11.3,650.43,-0.665,NA
investor,投资者,noun,3,25,NA,5.38,1.02,16,5.06,2.02,16,5.42,1.22,19,3.39,2.09,18,5.12,2.33,16,0.65,2.23,NA,NA,NA,5.608696,NA,3.07,0.0008,14.5,642.59,-0.678,NA
invisibility,隐形,adjective,2,18,NA,6.19,1.42,16,4.56,2.22,16,5.32,1.59,22,4.32,2.77,22,5.44,2.22,16,0.08,1.6,NA,NA,NA,5.25,3.318182,9.3,NA,11.4,746.1,-0.323,NA
invitation,邀请,verb,2,26,4,6.19,1.28,16,4.75,1.81,16,7.05,1.23,20,4.94,2.13,18,5.25,1.88,16,1.19,2.46,NA,NA,4.09091,6.357143,3,79.32,0.0027,10.3,637.11,-0.657,NA
invoice,发票,noun,2,16,5,5,0.65,15,4.31,1.74,16,4.6,1.43,20,3.68,2.64,22,4.81,2.1,16,NA,NA,NA,NA,NA,5.73913,NA,NA,NA,13.8,NA,NA,NA
